Lokal;ID;Behandling;FDA;Antal;Struktur;Kommentar;ID
V_Flommen;3_3.7;Heatweed;död;0;vascular tissue;;3
V_Flommen;3_3.8;Heatweed;död med microliv;1;vascular tissue;;3
V_Flommen;3_3.9;Heatweed;död;0;cortex;;3
V_Flommen;3_3.10;Heatweed;död;0;cortex;;3
V_Flommen;3_4.1;Heatweed;död;0;vascular tissue;;3
V_Flommen;3_4.2;Heatweed;död;0;cortex;;3
V_Flommen;3_4.3;Heatweed;död;0;cortex;;3
V_Flommen;3_4.4;Heatweed;död;0;cortex;;3
V_Flommen;3_4.5;Heatweed;död;0;vascular tissue;;3
V_Flommen;3_4.6;Heatweed;död;0;cortex;;3
V_Flommen;3_4.7;Heatweed;död;0;pith;;3
V_Flommen;3_4.8;Heatweed;död med microliv;2;cortex;;3
V_Flommen;3_4.9;Heatweed;död;0;vascular tissue;;3
V_Flommen;3_4.10;Heatweed;död;0;cortex;;3
V_Flommen;3_5.1;Heatweed;död;0;cortex;;3
V_Flommen;3_5.2;Heatweed;död;0;cortex;;3
V_Flommen;3_5.3;Heatweed;död;0;cortex;;3
V_Flommen;3_5.4;Heatweed;död med microliv;1;cortex;;3
V_Flommen;3_5.5;Heatweed;död;0;cortex;;3
V_Flommen;3_5.6;Heatweed;död;0;pith;;3
V_Flommen;3_5.7;Heatweed;död;0;cortex;;3
V_Flommen;3_5.8;Heatweed;död;0;cortex;;3
V_Flommen;3_5.9;Heatweed;död;0;vascular tissue;;3
V_Flommen;3_5.10;Heatweed;död;0;cortex;Hyfer;3
V_Flommen;4_1.1;Heatweed;död;0;pith;;4
V_Flommen;4_1.2;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_1.3;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_1.4;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_1.5;Heatweed;död;0;cortex;;4
V_Flommen;4_1.6;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_1.7;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_1.8;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_1.9;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_1.10;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_2.1;Heatweed;död;0;pith;;4
V_Flommen;4_2.2;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_2.3;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_2.4;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_2.5;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_2.6;Heatweed;död med microliv;4;vascular tissue;;4
V_Flommen;4_2.8;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_2.9;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_2.10;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_3.1;Heatweed;död;0;pith;;4
V_Flommen;4_3.2;Heatweed;död;0;pith;;4
V_Flommen;4_3.3;Heatweed;död;0;pith;;4
V_Flommen;4_3.4;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_3.5;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_3.6;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_3.7;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_3.8;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_3.9;Heatweed;död med microliv;1;vascular tissue;;4
V_Flommen;4_3.11;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.1;Heatweed;död;0;pith;;4
V_Flommen;4_4.2;Heatweed;död;0;pith;;4
V_Flommen;4_4.3;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.4;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.5;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.6;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.7;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.8;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.9;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_4.10;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.1;Heatweed;död;0;pith;;4
V_Flommen;4_5.2;Heatweed;död;0;pith;;4
V_Flommen;4_5.3;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.4;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.5;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.6;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.7;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.8;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.9;Heatweed;död;0;vascular tissue;;4
V_Flommen;4_5.10;Heatweed;död;0;vascular tissue;;4
V_Flommen;5_1.1;Heatweed;död;0;pith;;5
V_Flommen;5_1.2;Heatweed;död;0;pith;;5
V_Flommen;5_1.3;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_1.4;Heatweed;död;0;pith;;5
V_Flommen;5_1.5;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_1.6;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_1.7;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_1.8;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_1.9;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_1.10;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_2.1;Heatweed;död;0;pith;;5
V_Flommen;5_2.2;Heatweed;död;0;pith;;5
V_Flommen;5_2.3;Heatweed;död;0;cortex;;5
V_Flommen;5_2.4;Heatweed;död;0;cortex;;5
V_Flommen;5_2.5;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_2.6;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_2.7;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_2.8;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_2.9;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_2.10;Heatweed;död;0;cortex;;5
V_Flommen;5_3.1;Heatweed;död;0;pith;;5
V_Flommen;5_3.2;Heatweed;död;0;pith;;5
V_Flommen;5_3.3;Heatweed;död;0;pith;;5
V_Flommen;5_3.4;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_3.5;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_3.6;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_3.7;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_3.8;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_3.9;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_3.10;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_3.11;Heatweed;död;0;cortex;;5
V_Flommen;5_4.1;Heatweed;död;0;pith;;5
V_Flommen;5_4.2;Heatweed;död;0;pith;;5
V_Flommen;5_4.3;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_4.4;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_4.5;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_4.6;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_4.7;Heatweed;död;0;cortex;;5
V_Flommen;5_4.8;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_4.9;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_4.10;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_5.1;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_5.2;Heatweed;död;0;cortex;;5
V_Flommen;5_5.3;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_5.4;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_5.5;Heatweed;död;0;cortex;;5
V_Flommen;5_5.6;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_5.7;Heatweed;död;0;vascular tissue;;5
V_Flommen;5_5.8;Heatweed;död;0;pith;;5
V_Flommen;5_5.9;Heatweed;död;0;cortex;;5
V_Flommen;5_5.10;Heatweed;död med microliv;3;vascular tissue;;5
V_Flommen;5_5.11;Heatweed;död;0;vascular tissue;;5
H_Råå;1_1.1;Heatweed;död;0;vascular tissue;;1
H_Råå;1_1.2;Heatweed;död;0;vascular tissue;;1
H_Råå;1_1.3;Heatweed;död;0;vascular tissue;;1
H_Råå;1_1.4;Heatweed;död;0;vascular tissue;;1
H_Råå;1_1.5;Heatweed;död;0;vascular tissue;Hyfer;1
H_Råå;1_1.6;Heatweed;död;0;vascular tissue;;1
H_Råå;1_1.7;Heatweed;död;0;vascular tissue;;1
H_Råå;1_1.8;Heatweed;död;0;cortex;;1
H_Råå;1_1.9;Heatweed;död;0;cortex;Hyfer;1
H_Råå;1_1.10;Heatweed;död;0;vascular tissue;;1
H_Råå;1_2.1;Heatweed;död;0;cortex;;1
H_Råå;1_2.2;Heatweed;död;0;vascular tissue;;1
H_Råå;1_2.3;Heatweed;död;0;pith;;1
H_Råå;1_2.6;Heatweed;död;0;vascular tissue;grön bakgrund;1
H_Råå;1_2.8;Heatweed;död;0;pith;;1
H_Råå;1_2.9;Heatweed;död;0;vascular tissue;;1
H_Råå;1_2.10;Heatweed;död;0;vascular tissue;;1
H_Råå;1_2.11;Heatweed;död;0;vascular tissue;;1
H_Råå;1_3.1;Heatweed;död;0;cortex;;1
H_Råå;1_3.2;Heatweed;död;0;vascular tissue;;1
H_Råå;1_3.3;Heatweed;död;0;vascular tissue;;1
H_Råå;1_3.4;Heatweed;död;0;vascular tissue;;1
H_Råå;1_3.5;Heatweed;död;0;cortex;;1
H_Råå;1_3.7;Heatweed;död med microliv;1;vascular tissue;;1
H_Råå;1_3.9;Heatweed;död;0;cortex;;1
H_Råå;1_3.10;Heatweed;död;0;cortex;;1
H_Råå;1_4.1;Heatweed;död;0;vascular tissue;;1
H_Råå;1_4.2;Heatweed;död;0;vascular tissue;;1
H_Råå;1_4.3;Heatweed;död;0;vascular tissue;;1
H_Råå;1_4.4;Heatweed;död;0;vascular tissue;;1
H_Råå;1_4.5;Heatweed;död;0;vascular tissue;;1
H_Råå;1_4.6;Heatweed;död;0;cortex;;1
H_Råå;1_4.7;Heatweed;död;0;vascular tissue;;1
H_Råå;1_4.8;Heatweed;död;0;vascular tissue;;1
H_Råå;1_4.10;Heatweed;död;0;cortex;;1
H_Råå;1_4.11;Heatweed;död;0;vascular tissue;;1
H_Råå;1_5.1;Heatweed;död;0;pith;;1
H_Råå;1_5.2;Heatweed;levande;1;pith;;1
H_Råå;1_5.4;Heatweed;död med microliv;1;pith;;1
H_Råå;1_5.5;Heatweed;död;0;pith;;1
H_Råå;1_5.6;Heatweed;död;0;pith;;1
H_Råå;1_5.7;Heatweed;död;0;pith;;1
H_Råå;1_5.8;Heatweed;död;0;vascular tissue;;1
H_Råå;1_5.9;Heatweed;död;0;vascular tissue;;1
H_Råå;1_5.10;Heatweed;död;0;pith;;1
H_Råå;1_5.11;Heatweed;död;0;cortex;;1
H_Råå;2_1.1;Heatweed;levande;20;cortex;;2
H_Råå;2_1.2;Heatweed;levande;110;pith;;2
H_Råå;2_1.3;Heatweed;levande;8;cortex;;2
H_Råå;2_1.4;Heatweed;levande;12;cortex;;2
H_Råå;2_1.5;Heatweed;levande;28;pith;;2
H_Råå;2_1.6;Heatweed;levande;81;pith;;2
H_Råå;2_1.7;Heatweed;levande;15;pith;;2
H_Råå;2_1.9;Heatweed;levande;17;cortex;;2
H_Råå;2_1.10;Heatweed;levande;7;cortex;Hyfer;2
H_Råå;2_2.1;Heatweed;levande;38;pith;;2
H_Råå;2_2.2;Heatweed;levande;47;pith;;2
H_Råå;2_2.3;Heatweed;levande;19;vascular tissue;;2
H_Råå;2_2.4;Heatweed;levande;50;pith;;2
H_Råå;2_2.5;Heatweed;levande;51;pith;;2
H_Råå;2_2.6;Heatweed;levande;49;pith;;2
H_Råå;2_2.7;Heatweed;levande;35;pith;;2
H_Råå;2_2.8;Heatweed;levande;18;pith;;2
H_Råå;2_2.9;Heatweed;levande;6;cortex;;2
H_Råå;2_2.10;Heatweed;levande;13;cortex;;2
H_Råå;2_3.1;Heatweed;död;0;vascular tissue;;2
H_Råå;2_3.2;Heatweed;död;0;vascular tissue;;2
H_Råå;2_3.3;Heatweed;död;0;vascular tissue;;2
H_Råå;2_3.4;Heatweed;död med microliv;1;vascular tissue;;2
H_Råå;2_3.5;Heatweed;död;0;vascular tissue;;2
H_Råå;2_3.6;Heatweed;död;0;vascular tissue;;2
H_Råå;2_3.7;Heatweed;död;0;cortex;;2
H_Råå;2_3.8;Heatweed;död;0;vascular tissue;;2
H_Råå;2_3.9;Heatweed;död med microliv;1;pith;;2
H_Råå;2_3.10;Heatweed;död med microliv;1;pith;;2
H_Råå;2_4.1;Heatweed;levande;25;pith;;2
H_Råå;2_4.2;Heatweed;levande;5;pith;;2
H_Råå;2_4.3;Heatweed;levande med microliv;16;pith;;2
H_Råå;2_4.4;Heatweed;levande med microliv;8;pith;;2
H_Råå;2_4.5;Heatweed;levande med microliv;8;pith;;2
H_Råå;2_4.6;Heatweed;levande;15;cortex;;2
H_Råå;2_4.7;Heatweed;död med microliv;11;cortex;;2
H_Råå;2_4.8;Heatweed;levande;21;cortex;väldigt ljus;2
H_Råå;2_4.9;Heatweed;död med microliv;3;vascular tissue;;2
H_Råå;2_4.10;Heatweed;död med microliv;15;cortex;;2
H_Råå;2_4.11;Heatweed;levande;13;cortex;;2
H_Råå;2_5.2;Heatweed;levande;19;pith;;2
H_Råå;2_5.5;Heatweed;levande;38;cortex;;2
H_Råå;2_5.6;Heatweed;levande;38;cortex;;2
H_Råå;2_5.7;Heatweed;levande;43;cortex;;2
H_Råå;2_5.8;Heatweed;levande;7;cortex;;2
H_Råå;2_5.9;Heatweed;död;0;vascular tissue;;2
H_Råå;2_5.10;Heatweed;levande;21;cortex;;2
H_Råå;2_5.11;Heatweed;levande;25;cortex;;2
H_Råå;2_5.12;Heatweed;levande;57;cortex;;2
H_Råå;3_1.1;Heatweed;död;0;vascular tissue;;3
H_Råå;3_1.2;Heatweed;död;0;vascular tissue;;3
H_Råå;3_1.3;Heatweed;död;0;vascular tissue;;3
H_Råå;3_1.4;Heatweed;död;0;cortex;;3
H_Råå;3_1.5;Heatweed;död;0;cortex;;3
H_Råå;3_1.6;Heatweed;död;0;pith;;3
H_Råå;3_1.8;Heatweed;död;0;vascular tissue;;3
H_Råå;3_1.9;Heatweed;död;0;vascular tissue;;3
H_Råå;3_1.10;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.1;Heatweed;död;0;cortex;;3
H_Råå;3_2.2;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.3;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.4;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.5;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.6;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.7;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.8;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.9;Heatweed;död;0;vascular tissue;;3
H_Råå;3_2.10;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.1;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.2;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.3;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.4;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.5;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.6;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.7;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.8;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.9;Heatweed;död;0;vascular tissue;;3
H_Råå;3_3.10;Heatweed;död;0;vascular tissue;;3
H_Råå;3_4.1;Heatweed;död;0;cortex;;3
H_Råå;3_4.2;Heatweed;död;0;cortex;;3
H_Råå;3_4.3;Heatweed;död;0;cortex;;3
H_Råå;3_4.4;Heatweed;död;0;cortex;;3
H_Råå;3_4.5;Heatweed;död;0;cortex;;3
H_Råå;3_4.6;Heatweed;död;0;vascular tissue;;3
H_Råå;3_4.7;Heatweed;död;0;vascular tissue;;3
H_Råå;3_4.8;Heatweed;död;0;cortex;;3
H_Råå;3_4.9;Heatweed;död;0;cortex;;3
H_Råå;3_4.10;Heatweed;död;0;vascular tissue;;3
H_Råå;3_4.11;Heatweed;död;0;vascular tissue;;3
H_Råå;3_5.1;Heatweed;död;0;vascular tissue;;3
H_Råå;3_5.2;Heatweed;död;0;vascular tissue;;3
H_Råå;3_5.3;Heatweed;död;0;vascular tissue;;3
H_Råå;3_5.4;Heatweed;död;0;cortex;;3
H_Råå;3_5.5;Heatweed;död;0;cortex;;3
H_Råå;3_5.6;Heatweed;död;0;cortex;;3
H_Råå;3_5.7;Heatweed;död;0;cortex;;3
H_Råå;3_5.8;Heatweed;död;0;cortex;;3
H_Råå;3_5.9;Heatweed;död;0;vascular tissue;;3
H_Råå;3_5.10;Heatweed;död;0;cortex;;3
H_Råå;4_1.1;Heatweed;död;0;vascular tissue;;4
H_Råå;4_1.2;Heatweed;död;0;vascular tissue;;4
H_Råå;4_1.3;Heatweed;död;0;vascular tissue;;4
H_Råå;4_1.4;Heatweed;död;0;cortex;;4
H_Råå;4_1.5;Heatweed;död;0;cortex;;4
H_Råå;4_1.6;Heatweed;död;0;cortex;;4
H_Råå;4_1.7;Heatweed;död;0;vascular tissue;;4
H_Råå;4_1.8;Heatweed;död;0;vascular tissue;;4
H_Råå;4_1.9;Heatweed;död;0;vascular tissue;;4
H_Råå;4_1.10;Heatweed;död;0;cortex;;4
H_Råå;4_2.1;Heatweed;död;0;cortex;;4
H_Råå;4_2.2;Heatweed;död;0;cortex;;4
H_Råå;4_2.3;Heatweed;död;0;cortex;;4
H_Råå;4_2.4;Heatweed;död;0;vascular tissue;;4
H_Råå;4_2.5;Heatweed;död;0;vascular tissue;;4
H_Råå;4_2.6;Heatweed;död;0;vascular tissue;;4
H_Råå;4_2.7;Heatweed;död;0;vascular tissue;;4
H_Råå;4_2.8;Heatweed;död;0;vascular tissue;;4
H_Råå;4_2.9;Heatweed;död med microliv;1;vascular tissue;;4
H_Råå;4_2.11;Heatweed;död;0;pith;;4
H_Råå;4_3.1;Heatweed;död;0;vascular tissue;;4
H_Råå;4_3.2;Heatweed;död;0;vascular tissue;;4
H_Råå;4_3.3;Heatweed;död;0;vascular tissue;;4
H_Råå;4_3.4;Heatweed;död;0;vascular tissue;;4
H_Råå;4_3.5;Heatweed;död;0;vascular tissue;;4
H_Råå;4_3.6;Heatweed;död;0;vascular tissue;;4
H_Råå;4_3.7;Heatweed;död;0;vascular tissue;;4
H_Råå;4_3.8;Heatweed;död;0;cortex;;4
H_Råå;4_3.9;Heatweed;död;0;cortex;hyfer;4
H_Råå;4_3.10;Heatweed;död;0;cortex;;4
H_Råå;4_4.1;Heatweed;död;0;vascular tissue;;4
H_Råå;4_4.2;Heatweed;död;0;vascular tissue;;4
H_Råå;4_4.3;Heatweed;död;0;vascular tissue;;4
H_Råå;4_4.4;Heatweed;död;0;vascular tissue;;4
H_Råå;4_4.5;Heatweed;död;0;vascular tissue;;4
H_Råå;4_4.6;Heatweed;död;0;cortex;;4
H_Råå;4_4.7;Heatweed;död;0;cortex;;4
H_Råå;4_4.8;Heatweed;död;0;vascular tissue;;4
H_Råå;4_4.9;Heatweed;död;0;cortex;;4
H_Råå;4_4.10;Heatweed;död;0;cortex;;4
H_Råå;4_5.1;Heatweed;död;0;vascular tissue;;4
H_Råå;4_5.2;Heatweed;död;0;cortex;;4
H_Råå;4_5.3;Heatweed;död;0;cortex;;4
H_Råå;4_5.4;Heatweed;död;0;cortex;;4
H_Råå;4_5.5;Heatweed;död;0;cortex;;4
H_Råå;4_5.6;Heatweed;död;0;cortex;;4
H_Råå;4_5.7;Heatweed;död;0;cortex;;4
H_Råå;4_5.8;Heatweed;död;0;cortex;;4
H_Råå;4_5.9;Heatweed;död;0;cortex;;4
H_Råå;4_5.10;Heatweed;död;0;cortex;tunn bit;4
H_Råå;5_1.1;Heatweed;död;0;pith;;5
H_Råå;5_1.2;Heatweed;död;0;vascular tissue;;5
H_Råå;5_1.3;Heatweed;död;0;cortex;;5
H_Råå;5_1.4;Heatweed;död;0;cortex;;5
H_Råå;5_1.5;Heatweed;död;0;cortex;;5
H_Råå;5_1.6;Heatweed;död;0;vascular tissue;;5
H_Råå;5_1.7;Heatweed;död;0;vascular tissue;;5
H_Råå;5_1.8;Heatweed;död;0;vascular tissue;;5
H_Råå;5_1.9;Heatweed;död;0;cortex;;5
H_Råå;5_1.10;Heatweed;död;0;cortex;;5
H_Råå;5_2.1;Heatweed;död;0;pith;;5
H_Råå;5_2.2;Heatweed;död;0;vascular tissue;;5
H_Råå;5_2.3;Heatweed;död;0;cortex;;5
H_Råå;5_2.4;Heatweed;död;0;vascular tissue;;5
H_Råå;5_2.5;Heatweed;död;0;vascular tissue;;5
H_Råå;5_2.6;Heatweed;död;0;vascular tissue;;5
H_Råå;5_2.7;Heatweed;död;0;cortex;;5
H_Råå;5_2.8;Heatweed;död;0;cortex;;5
H_Råå;5_2.9;Heatweed;död;0;cortex;;5
H_Råå;5_2.10;Heatweed;död;0;vascular tissue;;5
H_Råå;5_3.1;Heatweed;död;0;pith;;5
H_Råå;5_3.2;Heatweed;död;0;vascular tissue;;5
H_Råå;5_3.3;Heatweed;död;0;vascular tissue;;5
H_Råå;5_3.4;Heatweed;död;0;cortex;;5
H_Råå;5_3.5;Heatweed;död;0;cortex;;5
H_Råå;5_3.6;Heatweed;död;0;cortex;;5
H_Råå;5_3.7;Heatweed;död;0;cortex;;5
H_Råå;5_3.8;Heatweed;död;0;vascular tissue;;5
H_Råå;5_3.9;Heatweed;död;0;vascular tissue;;5
H_Råå;5_3.10;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.1;Heatweed;död;0;pith;;5
H_Råå;5_4.2;Heatweed;död;0;pith;;5
H_Råå;5_4.3;Heatweed;död;0;pith;;5
H_Råå;5_4.4;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.5;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.6;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.7;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.8;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.9;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.10;Heatweed;död;0;vascular tissue;;5
H_Råå;5_4.11;Heatweed;död;0;vascular tissue;;5
H_Råå;5_5.1;Heatweed;död;0;pith;;5
H_Råå;5_5.2;Heatweed;död;0;pith;;5
H_Råå;5_5.3;Heatweed;död;0;pith;;5
H_Råå;5_5.4;Heatweed;död med microliv;6;cortex;;5
H_Råå;5_5.5;Heatweed;död;0;vascular tissue;;5
H_Råå;5_5.6;Heatweed;död;0;cortex;;5
H_Råå;5_5.7;Heatweed;död;0;cortex;;5
H_Råå;5_5.8;Heatweed;död med microliv;3;cortex;;5
H_Råå;5_5.9;Heatweed;död med microliv;1;cortex;;5
H_Råå;5_5.10;Heatweed;död;0;cortex;;5
H_Råå;5_5.11;Heatweed;död;0;vascular tissue;;5
Partille;1_1.1;Heatweed;död med microliv;18;vascular tissue;;1
Partille;1_1.2;Heatweed;död med microliv;7;vascular tissue;;1
Partille;1_1.3;Heatweed;död;0;pith;;1
Partille;1_1.4;Heatweed;död;0;vascular tissue;;1
Partille;1_1.5;Heatweed;död;0;vascular tissue;;1
Partille;1_1.6;Heatweed;död med microliv;7;vascular tissue;;1
Partille;1_1.7;Heatweed;död med microliv;9;cortex;;1
Partille;1_1.8;Heatweed;död med microliv;12;cortex;;1
Partille;1_1.9;Heatweed;död;0;vascular tissue;;1
Partille;1_1.10;Heatweed;död med microliv;1;vascular tissue;macroliv;1
Partille;1_1.11;Heatweed;död med microliv;1;vascular tissue;macroliv;1
Partille;1_2.1;Heatweed;död;0;vascular tissue;;1
Partille;1_2.2;Heatweed;död;0;vascular tissue;;1
Partille;1_2.3;Heatweed;död;0;pith;;1
Partille;1_2.4;Heatweed;död;0;vascular tissue;;1
Partille;1_2.5;Heatweed;död;0;vascular tissue;;1
Partille;1_2.6;Heatweed;död;0;vascular tissue;;1
Partille;1_2.7;Heatweed;död;0;cortex;;1
Partille;1_2.8;Heatweed;död;0;vascular tissue;;1
Partille;1_2.9;Heatweed;död;0;cortex;;1
Partille;1_2.10;Heatweed;död;0;vascular tissue;;1
Partille;1_3.1;Heatweed;död;0;cortex;;1
Partille;1_3.2;Heatweed;död;0;cortex;;1
Partille;1_3.3;Heatweed;död;0;cortex;;1
Partille;1_3.4;Heatweed;död;0;vascular tissue;;1
Partille;1_3.5;Heatweed;död;0;cortex;;1
Partille;1_3.6;Heatweed;död;0;cortex;;1
Partille;1_3.7;Heatweed;död;0;pith;;1
Partille;1_3.8;Heatweed;död;0;cortex;;1
Partille;1_3.9;Heatweed;död med microliv;10;pith;;1
Partille;1_3.10;Heatweed;död;0;cortex;;1
Partille;1_4.1;Heatweed;död;0;cortex;;1
Partille;1_4.2;Heatweed;död;0;cortex;;1
Partille;1_4.3;Heatweed;död;0;cortex;;1
Partille;1_4.4;Heatweed;död;0;cortex;;1
Partille;1_4.5;Heatweed;död;0;vascular tissue;;1
Partille;1_4.6;Heatweed;död;0;pith;;1
Partille;1_4.7;Heatweed;död;0;vascular tissue;;1
Partille;1_4.8;Heatweed;död;0;cortex;;1
Partille;1_4.9;Heatweed;död;0;vascular tissue;;1
Partille;1_4.10;Heatweed;död;0;vascular tissue;;1
Partille;1_5.1;Heatweed;död;0;vascular tissue;;1
Partille;1_5.2;Heatweed;död;0;vascular tissue;;1
Partille;1_5.3;Heatweed;död;0;vascular tissue;;1
Partille;1_5.4;Heatweed;död;0;cortex;;1
Partille;1_5.5;Heatweed;död;0;cortex;;1
Partille;1_5.6;Heatweed;död;0;cortex;;1
Partille;1_5.7;Heatweed;död;0;cortex;;1
Partille;1_5.8;Heatweed;död;0;vascular tissue;;1
Partille;1_5.9;Heatweed;död;0;vascular tissue;;1
Partille;1_5.10;Heatweed;död;0;cortex;;1
Partille;2_1.1;Heatweed;levande;83;pith;;2
Partille;2_1.2;Heatweed;levande;72;pith;;2
Partille;2_1.3;Heatweed;levande;39;pith;;2
Partille;2_1.4;Heatweed;levande;34;cortex;;2
Partille;2_1.5;Heatweed;levande;92;cortex;;2
Partille;2_1.6;Heatweed;död;0;vascular tissue;;2
Partille;2_1.7;Heatweed;levande;28;cortex;;2
Partille;2_1.8;Heatweed;död;0;vascular tissue;;2
Partille;2_1.9;Heatweed;levande;8;cortex;;2
Partille;2_1.10;Heatweed;död;0;vascular tissue;;2
Partille;2_2.1;Heatweed;levande;116;pith;;2
Partille;2_2.2;Heatweed;levande;51;pith;;2
Partille;2_2.3;Heatweed;död;0;vascular tissue;;2
Partille;2_2.4;Heatweed;levande;3;cortex;;2
Partille;2_2.5;Heatweed;levande;30;cortex;;2
Partille;2_2.6;Heatweed;levande;73;cortex;;2
Partille;2_2.7;Heatweed;levande;66;cortex;;2
Partille;2_2.8;Heatweed;levande;99;cortex;;2
Partille;2_2.9;Heatweed;levande;54;cortex;;2
Partille;2_2.10;Heatweed;levande;66;pith;;2
Partille;2_2.11;Heatweed;levande;51;pith;;2
Partille;2_3.1;Heatweed;levande;168;pith;;2
Partille;2_3.2;Heatweed;levande;160;pith;;2
Partille;2_3.3;Heatweed;levande;20;cortex;;2
Partille;2_3.4;Heatweed;död;0;vascular tissue;;2
Partille;2_3.5;Heatweed;död;0;vascular tissue;;2
Partille;2_3.6;Heatweed;levande;59;pith;;2
Partille;2_3.7;Heatweed;levande;21;cortex;;2
Partille;2_3.8;Heatweed;levande;17;cortex;;2
Partille;2_3.9;Heatweed;levande;23;cortex;;2
